date,capacity,price,product
28.06.2022,8,215,IronWolf
28.06.2022,10,265,IronWolf
28.06.2022,12,305,IronWolf
28.06.2022,16,,IronWolf
28.06.2022,4,93.90,Red Plus
28.06.2022,6,148,Red Plus
28.06.2022,8,221,Red Plus
28.06.2022,10,255,Red Plus
28.06.2022,12,319,Red Plus
28.06.2022,14,333,Red Plus
29.06.2022,4,97,IronWolf
29.06.2022,6,163,IronWolf
29.06.2022,8,215,IronWolf
29.06.2022,10,265,IronWolf
29.06.2022,12,308,IronWolf
29.06.2022,16,,IronWolf
29.06.2022,4,93.90,Red Plus
29.06.2022,6,148,Red Plus
29.06.2022,8,221,Red Plus
29.06.2022,10,257,Red Plus
29.06.2022,12,319,Red Plus
29.06.2022,14,333,Red Plus
30.06.2022,4,97,IronWolf
30.06.2022,6,163,IronWolf
30.06.2022,8,215,IronWolf
30.06.2022,10,265,IronWolf
30.06.2022,12,306,IronWolf
30.06.2022,16,,IronWolf
30.06.2022,4,93.90,Red Plus
30.06.2022,6,148,Red Plus
30.06.2022,8,221,Red Plus
30.06.2022,10,256,Red Plus
30.06.2022,12,319,Red Plus
30.06.2022,14,333,Red Plus
01.07.2022,4,97,IronWolf
01.07.2022,6,163,IronWolf
01.07.2022,8,215,IronWolf
01.07.2022,10,265,IronWolf
01.07.2022,12,304,IronWolf
01.07.2022,16,,IronWolf
01.07.2022,4,93.90,Red Plus
01.07.2022,6,148,Red Plus
01.07.2022,8,221,Red Plus
01.07.2022,10,254,Red Plus
01.07.2022,12,319,Red Plus
01.07.2022,14,333,Red Plus
02.07.2022,4,97,IronWolf
02.07.2022,6,163,IronWolf
02.07.2022,8,215,IronWolf
02.07.2022,10,265,IronWolf
02.07.2022,12,302,IronWolf
02.07.2022,16,,IronWolf
02.07.2022,4,93.90,Red Plus
02.07.2022,6,148,Red Plus
02.07.2022,8,221,Red Plus
02.07.2022,10,253,Red Plus
02.07.2022,12,319,Red Plus
02.07.2022,14,333,Red Plus
03.07.2022,4,89.50,IronWolf
03.07.2022,6,156,IronWolf
03.07.2022,8,215,IronWolf
03.07.2022,10,265,IronWolf
03.07.2022,12,304,IronWolf
03.07.2022,16,,IronWolf
03.07.2022,4,93.90,Red Plus
03.07.2022,6,148,Red Plus
03.07.2022,8,221,Red Plus
03.07.2022,10,253,Red Plus
03.07.2022,12,319,Red Plus
03.07.2022,14,333,Red Plus
04.07.2022,4,89.50,IronWolf
04.07.2022,6,156,IronWolf
04.07.2022,8,215,IronWolf
04.07.2022,10,265,IronWolf
04.07.2022,12,304,IronWolf
04.07.2022,16,,IronWolf
04.07.2022,4,99,Red Plus
04.07.2022,6,148,Red Plus
04.07.2022,8,221,Red Plus
04.07.2022,10,255,Red Plus
04.07.2022,12,319,Red Plus
04.07.2022,14,333,Red Plus
05.07.2022,4,89.50,IronWolf
05.07.2022,6,155,IronWolf
05.07.2022,8,215,IronWolf
05.07.2022,10,265,IronWolf
05.07.2022,12,304,IronWolf
05.07.2022,16,,IronWolf
05.07.2022,4,99,Red Plus
05.07.2022,6,150,Red Plus
05.07.2022,8,221,Red Plus
05.07.2022,10,255,Red Plus
05.07.2022,12,319,Red Plus
05.07.2022,14,333,Red Plus
06.07.2022,4,89.50,IronWolf
06.07.2022,6,154,IronWolf
06.07.2022,8,215,IronWolf
06.07.2022,10,265,IronWolf
06.07.2022,12,304,IronWolf
06.07.2022,16,,IronWolf
06.07.2022,4,99,Red Plus
06.07.2022,6,150,Red Plus
06.07.2022,8,221,Red Plus
06.07.2022,10,255,Red Plus
06.07.2022,12,319,Red Plus
06.07.2022,14,333,Red Plus
07.07.2022,4,94,IronWolf
07.07.2022,6,156,IronWolf
07.07.2022,8,215,IronWolf
07.07.2022,10,265,IronWolf
07.07.2022,12,301,IronWolf
07.07.2022,16,,IronWolf
07.07.2022,4,99,Red Plus
07.07.2022,6,164,Red Plus
07.07.2022,8,221,Red Plus
07.07.2022,10,252,Red Plus
07.07.2022,12,319,Red Plus
07.07.2022,14,333,Red Plus
08.07.2022,4,94,IronWolf
08.07.2022,6,156,IronWolf
08.07.2022,8,215,IronWolf
08.07.2022,10,265,IronWolf
08.07.2022,12,300,IronWolf
08.07.2022,16,,IronWolf
08.07.2022,4,99,Red Plus
08.07.2022,6,164,Red Plus
08.07.2022,8,221,Red Plus
08.07.2022,10,251,Red Plus
08.07.2022,12,319,Red Plus
08.07.2022,14,333,Red Plus
09.07.2022,4,97,IronWolf
09.07.2022,6,155,IronWolf
09.07.2022,8,200,IronWolf
09.07.2022,10,265,IronWolf
09.07.2022,12,301,IronWolf
09.07.2022,16,,IronWolf
09.07.2022,4,99,Red Plus
09.07.2022,6,164,Red Plus
09.07.2022,8,221,Red Plus
09.07.2022,10,257,Red Plus
09.07.2022,12,319,Red Plus
09.07.2022,14,333,Red Plus
10.07.2022,4,97,IronWolf
10.07.2022,6,156,IronWolf
10.07.2022,8,200,IronWolf
10.07.2022,10,271,IronWolf
10.07.2022,12,301,IronWolf
10.07.2022,16,,IronWolf
10.07.2022,4,99,Red Plus
10.07.2022,6,164,Red Plus
10.07.2022,8,221,Red Plus
10.07.2022,10,257,Red Plus
10.07.2022,12,319,Red Plus
10.07.2022,14,333,Red Plus
11.07.2022,4,97,IronWolf
11.07.2022,6,154,IronWolf
11.07.2022,8,200,IronWolf
11.07.2022,10,271,IronWolf
11.07.2022,12,301,IronWolf
11.07.2022,16,,IronWolf
11.07.2022,4,99,Red Plus
11.07.2022,6,164,Red Plus
11.07.2022,8,221,Red Plus
11.07.2022,10,257,Red Plus
11.07.2022,12,319,Red Plus
11.07.2022,14,333,Red Plus
12.07.2022,4,97,IronWolf
12.07.2022,6,156,IronWolf
12.07.2022,8,200,IronWolf
12.07.2022,10,271,IronWolf
12.07.2022,12,301,IronWolf
12.07.2022,16,,IronWolf
12.07.2022,4,99,Red Plus
12.07.2022,6,164,Red Plus
12.07.2022,8,221,Red Plus
12.07.2022,10,257,Red Plus
12.07.2022,12,319,Red Plus
12.07.2022,14,333,Red Plus
13.07.2022,4,97,IronWolf
13.07.2022,6,156,IronWolf
13.07.2022,8,200,IronWolf
13.07.2022,10,271,IronWolf
13.07.2022,12,301,IronWolf
13.07.2022,16,,IronWolf
13.07.2022,4,99,Red Plus
13.07.2022,6,164,Red Plus
13.07.2022,8,221,Red Plus
13.07.2022,10,257,Red Plus
13.07.2022,12,319,Red Plus
13.07.2022,14,333,Red Plus
14.07.2022,4,97,IronWolf
14.07.2022,6,152,IronWolf
14.07.2022,8,200,IronWolf
14.07.2022,10,265,IronWolf
14.07.2022,12,300,IronWolf
14.07.2022,16,,IronWolf
14.07.2022,4,99,Red Plus
14.07.2022,6,164,Red Plus
14.07.2022,8,221,Red Plus
14.07.2022,10,265,Red Plus
14.07.2022,12,319,Red Plus
14.07.2022,14,333,Red Plus
15.07.2022,4,97,IronWolf
15.07.2022,6,151,IronWolf
15.07.2022,8,200,IronWolf
15.07.2022,10,265,IronWolf
15.07.2022,12,298,IronWolf
15.07.2022,16,,IronWolf
15.07.2022,4,99,Red Plus
15.07.2022,6,164,Red Plus
15.07.2022,8,221,Red Plus
15.07.2022,10,263,Red Plus
15.07.2022,12,319,Red Plus
15.07.2022,14,333,Red Plus
16.07.2022,4,97,IronWolf
16.07.2022,6,154,IronWolf
16.07.2022,8,200,IronWolf
16.07.2022,10,265,IronWolf
16.07.2022,12,298,IronWolf
16.07.2022,16,,IronWolf
16.07.2022,4,99,Red Plus
16.07.2022,6,164,Red Plus
16.07.2022,8,221,Red Plus
16.07.2022,10,263,Red Plus
16.07.2022,12,319,Red Plus
16.07.2022,14,333,Red Plus
17.07.2022,4,97,IronWolf
17.07.2022,6,153,IronWolf
17.07.2022,8,200,IronWolf
17.07.2022,10,265,IronWolf
17.07.2022,12,298,IronWolf
17.07.2022,16,,IronWolf
17.07.2022,4,99,Red Plus
17.07.2022,6,164,Red Plus
17.07.2022,8,223,Red Plus
17.07.2022,10,264,Red Plus
17.07.2022,12,319,Red Plus
17.07.2022,14,333,Red Plus
18.07.2022,4,97,IronWolf
18.07.2022,6,156,IronWolf
18.07.2022,8,201,IronWolf
18.07.2022,10,265,IronWolf
18.07.2022,12,298,IronWolf
18.07.2022,16,,IronWolf
18.07.2022,4,99,Red Plus
18.07.2022,6,164,Red Plus
18.07.2022,8,223,Red Plus
18.07.2022,10,264,Red Plus
18.07.2022,12,319,Red Plus
18.07.2022,14,333,Red Plus
19.07.2022,4,97,IronWolf
19.07.2022,6,151,IronWolf
19.07.2022,8,201,IronWolf
19.07.2022,10,265,IronWolf
19.07.2022,12,298,IronWolf
19.07.2022,16,,IronWolf
19.07.2022,4,99,Red Plus
19.07.2022,6,164,Red Plus
19.07.2022,8,223,Red Plus
19.07.2022,10,264,Red Plus
19.07.2022,12,319,Red Plus
19.07.2022,14,333,Red Plus
20.07.2022,4,97,IronWolf
20.07.2022,6,151,IronWolf
20.07.2022,8,202,IronWolf
20.07.2022,10,265,IronWolf
20.07.2022,12,298,IronWolf
20.07.2022,16,,IronWolf
20.07.2022,4,99,Red Plus
20.07.2022,6,164,Red Plus
20.07.2022,8,225,Red Plus
20.07.2022,10,265,Red Plus
20.07.2022,12,319,Red Plus
20.07.2022,14,333,Red Plus
21.07.2022,4,97,IronWolf
21.07.2022,6,151,IronWolf
21.07.2022,8,200,IronWolf
21.07.2022,10,265,IronWolf
21.07.2022,12,311,IronWolf
21.07.2022,16,,IronWolf
21.07.2022,4,99,Red Plus
21.07.2022,6,149,Red Plus
21.07.2022,8,220,Red Plus
21.07.2022,10,265,Red Plus
21.07.2022,12,319,Red Plus
21.07.2022,14,333,Red Plus
22.07.2022,4,97,IronWolf
22.07.2022,6,154,IronWolf
22.07.2022,8,200,IronWolf
22.07.2022,10,265,IronWolf
22.07.2022,12,311,IronWolf
22.07.2022,16,,IronWolf
22.07.2022,4,99,Red Plus
22.07.2022,6,149,Red Plus
22.07.2022,8,220,Red Plus
22.07.2022,10,265,Red Plus
22.07.2022,12,319,Red Plus
22.07.2022,14,375,Red Plus
23.07.2022,4,97,IronWolf
23.07.2022,6,154,IronWolf
23.07.2022,8,200,IronWolf
23.07.2022,10,265,IronWolf
23.07.2022,12,311,IronWolf
23.07.2022,16,,IronWolf
23.07.2022,4,99,Red Plus
23.07.2022,6,149,Red Plus
23.07.2022,8,221,Red Plus
23.07.2022,10,266,Red Plus
23.07.2022,12,319,Red Plus
23.07.2022,14,370,Red Plus
24.07.2022,4,97,IronWolf
24.07.2022,6,151,IronWolf
24.07.2022,8,200,IronWolf
24.07.2022,10,265,IronWolf
24.07.2022,12,311,IronWolf
24.07.2022,16,,IronWolf
24.07.2022,4,99,Red Plus
24.07.2022,6,152,Red Plus
24.07.2022,8,220,Red Plus
24.07.2022,10,263,Red Plus
24.07.2022,12,319,Red Plus
24.07.2022,14,367,Red Plus
25.07.2022,4,97,IronWolf
25.07.2022,6,154,IronWolf
25.07.2022,8,200,IronWolf
25.07.2022,10,265,IronWolf
25.07.2022,12,311,IronWolf
25.07.2022,16,,IronWolf
25.07.2022,4,99,Red Plus
25.07.2022,6,152,Red Plus
25.07.2022,8,223,Red Plus
25.07.2022,10,263,Red Plus
25.07.2022,12,319,Red Plus
25.07.2022,14,367,Red Plus
26.07.2022,4,97,IronWolf
26.07.2022,6,151,IronWolf
26.07.2022,8,200,IronWolf
26.07.2022,10,265,IronWolf
26.07.2022,12,311,IronWolf
26.07.2022,16,,IronWolf
26.07.2022,4,91.70,Red Plus
26.07.2022,6,152,Red Plus
26.07.2022,8,219,Red Plus
26.07.2022,10,265,Red Plus
26.07.2022,12,319,Red Plus
26.07.2022,14,366,Red Plus
27.07.2022,4,97,IronWolf
27.07.2022,6,151,IronWolf
27.07.2022,8,200,IronWolf
27.07.2022,10,265,IronWolf
27.07.2022,12,305,IronWolf
27.07.2022,16,,IronWolf
27.07.2022,4,93,Red Plus
27.07.2022,6,149,Red Plus
27.07.2022,8,219,Red Plus
27.07.2022,10,253,Red Plus
27.07.2022,12,319,Red Plus
27.07.2022,14,366,Red Plus
28.07.2022,4,97,IronWolf
28.07.2022,6,154,IronWolf
28.07.2022,8,200,IronWolf
28.07.2022,10,265,IronWolf
28.07.2022,12,305,IronWolf
28.07.2022,16,,IronWolf
28.07.2022,4,97,Red Plus
28.07.2022,6,152,Red Plus
28.07.2022,8,219,Red Plus
28.07.2022,10,263,Red Plus
28.07.2022,12,319,Red Plus
28.07.2022,14,365,Red Plus
29.07.2022,4,95,IronWolf
29.07.2022,6,151,IronWolf
29.07.2022,8,200,IronWolf
29.07.2022,10,265,IronWolf
29.07.2022,12,306,IronWolf
29.07.2022,16,,IronWolf
29.07.2022,4,97,Red Plus
29.07.2022,6,152,Red Plus
29.07.2022,8,222,Red Plus
29.07.2022,10,263,Red Plus
29.07.2022,12,319,Red Plus
29.07.2022,14,365,Red Plus
30.07.2022,4,95,IronWolf
30.07.2022,6,151,IronWolf
30.07.2022,8,201,IronWolf
30.07.2022,10,265,IronWolf
30.07.2022,12,303,IronWolf
30.07.2022,16,,IronWolf
30.07.2022,4,97,Red Plus
30.07.2022,6,152,Red Plus
30.07.2022,8,220,Red Plus
30.07.2022,10,265,Red Plus
30.07.2022,12,303,Red Plus
30.07.2022,14,364,Red Plus
31.07.2022,4,93.40,IronWolf
31.07.2022,6,142,IronWolf
31.07.2022,8,201,IronWolf
31.07.2022,10,265,IronWolf
31.07.2022,12,298,IronWolf
31.07.2022,16,,IronWolf
31.07.2022,4,97,Red Plus
31.07.2022,6,152,Red Plus
31.07.2022,8,218,Red Plus
31.07.2022,10,268,Red Plus
31.07.2022,12,303,Red Plus
31.07.2022,14,364,Red Plus
01.08.2022,4,93.40,IronWolf
01.08.2022,6,143,IronWolf
01.08.2022,8,202,IronWolf
01.08.2022,10,265,IronWolf
01.08.2022,12,298,IronWolf
01.08.2022,16,,IronWolf
01.08.2022,4,97,Red Plus
01.08.2022,6,152,Red Plus
01.08.2022,8,218,Red Plus
01.08.2022,10,268,Red Plus
01.08.2022,12,303,Red Plus
01.08.2022,14,364,Red Plus
02.08.2022,4,92.40,IronWolf
02.08.2022,6,154,IronWolf
02.08.2022,8,202,IronWolf
02.08.2022,10,265,IronWolf
02.08.2022,12,298,IronWolf
02.08.2022,16,,IronWolf
02.08.2022,4,97,Red Plus
02.08.2022,6,149,Red Plus
02.08.2022,8,219,Red Plus
02.08.2022,10,268,Red Plus
02.08.2022,12,303,Red Plus
02.08.2022,14,364,Red Plus
03.08.2022,4,91.40,IronWolf
03.08.2022,6,154,IronWolf
03.08.2022,8,202,IronWolf
03.08.2022,10,265,IronWolf
03.08.2022,12,299,IronWolf
03.08.2022,16,,IronWolf
03.08.2022,4,97,Red Plus
03.08.2022,6,149,Red Plus
03.08.2022,8,218,Red Plus
03.08.2022,10,267,Red Plus
03.08.2022,12,297,Red Plus
03.08.2022,14,364,Red Plus
04.08.2022,4,90.40,IronWolf
04.08.2022,6,151,IronWolf
04.08.2022,8,201,IronWolf
04.08.2022,10,265,IronWolf
04.08.2022,12,288,IronWolf
04.08.2022,16,,IronWolf
04.08.2022,4,97,Red Plus
04.08.2022,6,147,Red Plus
04.08.2022,8,219,Red Plus
04.08.2022,10,267,Red Plus
04.08.2022,12,300,Red Plus
04.08.2022,14,377,Red Plus
05.08.2022,4,89.80,IronWolf
05.08.2022,6,151,IronWolf
05.08.2022,8,201,IronWolf
05.08.2022,10,265,IronWolf
05.08.2022,12,288,IronWolf
05.08.2022,16,,IronWolf
05.08.2022,4,97,Red Plus
05.08.2022,6,149,Red Plus
05.08.2022,8,219,Red Plus
05.08.2022,10,268,Red Plus
05.08.2022,12,301,Red Plus
05.08.2022,14,377,Red Plus
06.08.2022,4,89.90,IronWolf
06.08.2022,6,151,IronWolf
06.08.2022,8,205,IronWolf
06.08.2022,10,265,IronWolf
06.08.2022,12,295,IronWolf
06.08.2022,16,,IronWolf
06.08.2022,4,97,Red Plus
06.08.2022,6,146,Red Plus
06.08.2022,8,221,Red Plus
06.08.2022,10,268,Red Plus
06.08.2022,12,297,Red Plus
06.08.2022,14,386,Red Plus
07.08.2022,4,89.90,IronWolf
07.08.2022,6,151,IronWolf
07.08.2022,8,205,IronWolf
07.08.2022,10,265,IronWolf
07.08.2022,12,295,IronWolf
07.08.2022,16,,IronWolf
07.08.2022,4,97,Red Plus
07.08.2022,6,149,Red Plus
07.08.2022,8,224,Red Plus
07.08.2022,10,268,Red Plus
07.08.2022,12,297,Red Plus
07.08.2022,14,386,Red Plus
08.08.2022,4,89.90,IronWolf
08.08.2022,6,151,IronWolf
08.08.2022,8,205,IronWolf
08.08.2022,10,265,IronWolf
08.08.2022,12,295,IronWolf
08.08.2022,16,,IronWolf
08.08.2022,4,97,Red Plus
08.08.2022,6,149,Red Plus
08.08.2022,8,224,Red Plus
08.08.2022,10,268,Red Plus
08.08.2022,12,297,Red Plus
08.08.2022,14,386,Red Plus
09.08.2022,4,90.60,IronWolf
09.08.2022,6,151,IronWolf
09.08.2022,8,205,IronWolf
09.08.2022,10,265,IronWolf
09.08.2022,12,295,IronWolf
09.08.2022,16,,IronWolf
09.08.2022,4,97,Red Plus
09.08.2022,6,149,Red Plus
09.08.2022,8,225,Red Plus
09.08.2022,10,268,Red Plus
09.08.2022,12,303,Red Plus
09.08.2022,14,386,Red Plus
10.08.2022,4,90.60,IronWolf
10.08.2022,6,151,IronWolf
10.08.2022,8,205,IronWolf
10.08.2022,10,265,IronWolf
10.08.2022,12,295,IronWolf
10.08.2022,16,,IronWolf
10.08.2022,4,97,Red Plus
10.08.2022,6,149,Red Plus
10.08.2022,8,226,Red Plus
10.08.2022,10,268,Red Plus
10.08.2022,12,304,Red Plus
10.08.2022,14,380,Red Plus
11.08.2022,4,90.60,IronWolf
11.08.2022,6,154,IronWolf
11.08.2022,8,205,IronWolf
11.08.2022,10,265,IronWolf
11.08.2022,12,295,IronWolf
11.08.2022,16,,IronWolf
11.08.2022,4,97,Red Plus
11.08.2022,6,148,Red Plus
11.08.2022,8,217,Red Plus
11.08.2022,10,268,Red Plus
11.08.2022,12,304,Red Plus
11.08.2022,14,380,Red Plus
12.08.2022,4,91.60,IronWolf
12.08.2022,6,158,IronWolf
12.08.2022,8,205,IronWolf
12.08.2022,10,265,IronWolf
12.08.2022,12,295,IronWolf
12.08.2022,16,,IronWolf
12.08.2022,4,97,Red Plus
12.08.2022,6,149,Red Plus
12.08.2022,8,217,Red Plus
12.08.2022,10,258,Red Plus
12.08.2022,12,294,Red Plus
12.08.2022,14,370,Red Plus
13.08.2022,4,92.60,IronWolf
13.08.2022,6,158,IronWolf
13.08.2022,8,205,IronWolf
13.08.2022,10,265,IronWolf
13.08.2022,12,295,IronWolf
13.08.2022,16,,IronWolf
13.08.2022,4,97,Red Plus
13.08.2022,6,149,Red Plus
13.08.2022,8,216,Red Plus
13.08.2022,10,258,Red Plus
13.08.2022,12,294,Red Plus
13.08.2022,14,370,Red Plus
14.08.2022,4,93.60,IronWolf
14.08.2022,6,158,IronWolf
14.08.2022,8,205,IronWolf
14.08.2022,10,265,IronWolf
14.08.2022,12,295,IronWolf
14.08.2022,16,,IronWolf
14.08.2022,4,97,Red Plus
14.08.2022,6,146,Red Plus
14.08.2022,8,217,Red Plus
14.08.2022,10,258,Red Plus
14.08.2022,12,291,Red Plus
14.08.2022,14,370,Red Plus
15.08.2022,4,94.60,IronWolf
15.08.2022,6,158,IronWolf
15.08.2022,8,205,IronWolf
15.08.2022,10,265,IronWolf
15.08.2022,12,295,IronWolf
15.08.2022,16,,IronWolf
15.08.2022,4,97,Red Plus
15.08.2022,6,149,Red Plus
15.08.2022,8,217,Red Plus
15.08.2022,10,258,Red Plus
15.08.2022,12,288,Red Plus
15.08.2022,14,370,Red Plus
16.08.2022,4,89,IronWolf
16.08.2022,6,158,IronWolf
16.08.2022,8,205,IronWolf
16.08.2022,10,265,IronWolf
16.08.2022,12,295,IronWolf
16.08.2022,16,,IronWolf
16.08.2022,4,97,Red Plus
16.08.2022,6,149,Red Plus
16.08.2022,8,215,Red Plus
16.08.2022,10,258,Red Plus
16.08.2022,12,288,Red Plus
16.08.2022,14,370,Red Plus
17.08.2022,4,90.60,IronWolf
17.08.2022,6,158,IronWolf
17.08.2022,8,205,IronWolf
17.08.2022,10,265,IronWolf
17.08.2022,12,295,IronWolf
17.08.2022,16,,IronWolf
17.08.2022,4,97,Red Plus
17.08.2022,6,149,Red Plus
17.08.2022,8,215,Red Plus
17.08.2022,10,257,Red Plus
17.08.2022,12,288,Red Plus
17.08.2022,14,367,Red Plus
18.08.2022,4,90.60,IronWolf
18.08.2022,6,158,IronWolf
18.08.2022,8,205,IronWolf
18.08.2022,10,265,IronWolf
18.08.2022,12,295,IronWolf
18.08.2022,16,,IronWolf
18.08.2022,4,97,Red Plus
18.08.2022,6,149,Red Plus
18.08.2022,8,215,Red Plus
18.08.2022,10,257,Red Plus
18.08.2022,12,297,Red Plus
18.08.2022,14,369,Red Plus
19.08.2022,4,89,IronWolf
19.08.2022,6,158,IronWolf
19.08.2022,8,205,IronWolf
19.08.2022,10,265,IronWolf
19.08.2022,12,295,IronWolf
19.08.2022,16,,IronWolf
19.08.2022,4,97,Red Plus
19.08.2022,6,146,Red Plus
19.08.2022,8,215,Red Plus
19.08.2022,10,258,Red Plus
19.08.2022,12,294,Red Plus
19.08.2022,14,370,Red Plus
20.08.2022,4,90.60,IronWolf
20.08.2022,6,158,IronWolf
20.08.2022,8,205,IronWolf
20.08.2022,10,265,IronWolf
20.08.2022,12,295,IronWolf
20.08.2022,16,,IronWolf
20.08.2022,4,97,Red Plus
20.08.2022,6,149,Red Plus
20.08.2022,8,215,Red Plus
20.08.2022,10,258,Red Plus
20.08.2022,12,300,Red Plus
20.08.2022,14,363,Red Plus
21.08.2022,4,90.60,IronWolf
21.08.2022,6,158,IronWolf
21.08.2022,8,205,IronWolf
21.08.2022,10,265,IronWolf
21.08.2022,12,295,IronWolf
21.08.2022,16,,IronWolf
21.08.2022,4,97,Red Plus
21.08.2022,6,149,Red Plus
21.08.2022,8,215,Red Plus
21.08.2022,10,257,Red Plus
21.08.2022,12,300,Red Plus
21.08.2022,14,363,Red Plus
22.08.2022,4,90.60,IronWolf
22.08.2022,6,139,IronWolf
22.08.2022,8,179,IronWolf
22.08.2022,10,265,IronWolf
22.08.2022,12,255,IronWolf
22.08.2022,16,,IronWolf
22.08.2022,4,97,Red Plus
22.08.2022,6,149,Red Plus
22.08.2022,8,221,Red Plus
22.08.2022,10,257,Red Plus
22.08.2022,12,300,Red Plus
22.08.2022,14,363,Red Plus
23.08.2022,4,90.80,IronWolf
23.08.2022,6,139,IronWolf
23.08.2022,8,179,IronWolf
23.08.2022,10,265,IronWolf
23.08.2022,12,255,IronWolf
23.08.2022,16,,IronWolf
23.08.2022,4,97,Red Plus
23.08.2022,6,149,Red Plus
23.08.2022,8,222,Red Plus
23.08.2022,10,257,Red Plus
23.08.2022,12,300,Red Plus
23.08.2022,14,363,Red Plus
24.08.2022,4,94.60,IronWolf
24.08.2022,6,139,IronWolf
24.08.2022,8,179,IronWolf
24.08.2022,10,265,IronWolf
24.08.2022,12,255,IronWolf
24.08.2022,16,,IronWolf
24.08.2022,4,97,Red Plus
24.08.2022,6,146,Red Plus
24.08.2022,8,214,Red Plus
24.08.2022,10,257,Red Plus
24.08.2022,12,294,Red Plus
24.08.2022,14,363,Red Plus
25.08.2022,4,94.60,IronWolf
25.08.2022,6,139,IronWolf
25.08.2022,8,179,IronWolf
25.08.2022,10,265,IronWolf
25.08.2022,12,295,IronWolf
25.08.2022,16,,IronWolf
25.08.2022,4,97,Red Plus
25.08.2022,6,149,Red Plus
25.08.2022,8,213,Red Plus
25.08.2022,10,257,Red Plus
25.08.2022,12,299,Red Plus
25.08.2022,14,363,Red Plus
26.08.2022,4,94.60,IronWolf
26.08.2022,6,139,IronWolf
26.08.2022,8,205,IronWolf
26.08.2022,10,265,IronWolf
26.08.2022,12,295,IronWolf
26.08.2022,16,,IronWolf
26.08.2022,4,97,Red Plus
26.08.2022,6,149,Red Plus
26.08.2022,8,210,Red Plus
26.08.2022,10,258,Red Plus
26.08.2022,12,299,Red Plus
26.08.2022,14,363,Red Plus
27.08.2022,4,94.60,IronWolf
27.08.2022,6,139,IronWolf
27.08.2022,8,205,IronWolf
27.08.2022,10,269,IronWolf
27.08.2022,12,295,IronWolf
27.08.2022,16,,IronWolf
27.08.2022,4,93,Red Plus
27.08.2022,6,149,Red Plus
27.08.2022,8,210,Red Plus
27.08.2022,10,258,Red Plus
27.08.2022,12,299,Red Plus
27.08.2022,14,363,Red Plus
28.08.2022,4,94.60,IronWolf
28.08.2022,6,139,IronWolf
28.08.2022,8,205,IronWolf
28.08.2022,10,269,IronWolf
28.08.2022,12,295,IronWolf
28.08.2022,16,,IronWolf
28.08.2022,4,93,Red Plus
28.08.2022,6,149,Red Plus
28.08.2022,8,210,Red Plus
28.08.2022,10,258,Red Plus
28.08.2022,12,299,Red Plus
28.08.2022,14,363,Red Plus
29.08.2022,4,94.60,IronWolf
29.08.2022,6,139,IronWolf
29.08.2022,8,205,IronWolf
29.08.2022,10,269,IronWolf
29.08.2022,12,295,IronWolf
29.08.2022,16,,IronWolf
29.08.2022,4,93,Red Plus
29.08.2022,6,149,Red Plus
29.08.2022,8,211,Red Plus
29.08.2022,10,232,Red Plus
29.08.2022,12,299,Red Plus
29.08.2022,14,363,Red Plus
30.08.2022,4,94.60,IronWolf
30.08.2022,6,158,IronWolf
30.08.2022,8,205,IronWolf
30.08.2022,10,269,IronWolf
30.08.2022,12,295,IronWolf
30.08.2022,16,,IronWolf
30.08.2022,4,93,Red Plus
30.08.2022,6,149,Red Plus
30.08.2022,8,211,Red Plus
30.08.2022,10,258,Red Plus
30.08.2022,12,299,Red Plus
30.08.2022,14,360,Red Plus
31.08.2022,4,94.60,IronWolf
31.08.2022,6,158,IronWolf
31.08.2022,8,205,IronWolf
31.08.2022,10,265,IronWolf
31.08.2022,12,295,IronWolf
31.08.2022,16,,IronWolf
31.08.2022,4,93,Red Plus
