date,capacity,price,product
31.08.2022,6,149,Red Plus
31.08.2022,8,211,Red Plus
31.08.2022,10,258,Red Plus
31.08.2022,12,293,Red Plus
31.08.2022,14,368,Red Plus
01.09.2022,4,99.90,IronWolf
01.09.2022,6,158,IronWolf
01.09.2022,8,205,IronWolf
01.09.2022,10,265,IronWolf
01.09.2022,12,295,IronWolf
01.09.2022,16,,IronWolf
01.09.2022,4,93,Red Plus
01.09.2022,6,146,Red Plus
01.09.2022,8,211,Red Plus
01.09.2022,10,258,Red Plus
01.09.2022,12,293,Red Plus
01.09.2022,14,368,Red Plus
02.09.2022,4,99.90,IronWolf
02.09.2022,6,158,IronWolf
02.09.2022,8,205,IronWolf
02.09.2022,10,265,IronWolf
02.09.2022,12,295,IronWolf
02.09.2022,16,,IronWolf
02.09.2022,4,93,Red Plus
02.09.2022,6,146,Red Plus
02.09.2022,8,212,Red Plus
02.09.2022,10,258,Red Plus
02.09.2022,12,293,Red Plus
02.09.2022,14,368,Red Plus
03.09.2022,4,94.60,IronWolf
03.09.2022,6,158,IronWolf
03.09.2022,8,205,IronWolf
03.09.2022,10,265,IronWolf
03.09.2022,12,295,IronWolf
03.09.2022,16,,IronWolf
03.09.2022,4,93,Red Plus
03.09.2022,6,146,Red Plus
03.09.2022,8,212,Red Plus
03.09.2022,10,258,Red Plus
03.09.2022,12,293,Red Plus
03.09.2022,14,368,Red Plus
04.09.2022,4,94.60,IronWolf
04.09.2022,6,158,IronWolf
04.09.2022,8,205,IronWolf
04.09.2022,10,265,IronWolf
04.09.2022,12,295,IronWolf
04.09.2022,16,,IronWolf
04.09.2022,4,93,Red Plus
04.09.2022,6,160,Red Plus
04.09.2022,8,214,Red Plus
04.09.2022,10,269,Red Plus
04.09.2022,12,300,Red Plus
04.09.2022,14,368,Red Plus
05.09.2022,4,94.60,IronWolf
05.09.2022,6,154,IronWolf
05.09.2022,8,208,IronWolf
05.09.2022,10,265,IronWolf
05.09.2022,12,283,IronWolf
05.09.2022,16,,IronWolf
05.09.2022,4,93,Red Plus
05.09.2022,6,160,Red Plus
05.09.2022,8,214,Red Plus
05.09.2022,10,269,Red Plus
05.09.2022,12,300,Red Plus
05.09.2022,14,368,Red Plus
06.09.2022,4,90.80,IronWolf
06.09.2022,6,161,IronWolf
06.09.2022,8,208,IronWolf
06.09.2022,10,265,IronWolf
06.09.2022,12,283,IronWolf
06.09.2022,16,,IronWolf
06.09.2022,4,93,Red Plus
06.09.2022,6,160,Red Plus
06.09.2022,8,214,Red Plus
06.09.2022,10,258,Red Plus
06.09.2022,12,300,Red Plus
06.09.2022,14,370,Red Plus
07.09.2022,4,90.40,IronWolf
07.09.2022,6,161,IronWolf
07.09.2022,8,208,IronWolf
07.09.2022,10,265,IronWolf
07.09.2022,12,283,IronWolf
07.09.2022,16,,IronWolf
07.09.2022,4,93,Red Plus
07.09.2022,6,160,Red Plus
07.09.2022,8,214,Red Plus
07.09.2022,10,258,Red Plus
07.09.2022,12,299,Red Plus
07.09.2022,14,368,Red Plus
08.09.2022,4,91,IronWolf
08.09.2022,6,151,IronWolf
08.09.2022,8,208,IronWolf
08.09.2022,10,265,IronWolf
08.09.2022,12,283,IronWolf
08.09.2022,16,,IronWolf
08.09.2022,4,94,Red Plus
08.09.2022,6,160,Red Plus
08.09.2022,8,217,Red Plus
08.09.2022,10,258,Red Plus
08.09.2022,12,294,Red Plus
08.09.2022,14,368,Red Plus
09.09.2022,4,91.30,IronWolf
09.09.2022,6,155,IronWolf
09.09.2022,8,208,IronWolf
09.09.2022,10,265,IronWolf
09.09.2022,12,283,IronWolf
09.09.2022,16,,IronWolf
09.09.2022,4,94,Red Plus
09.09.2022,6,160,Red Plus
09.09.2022,8,217,Red Plus
09.09.2022,10,258,Red Plus
09.09.2022,12,294,Red Plus
09.09.2022,14,361,Red Plus
10.09.2022,4,90.80,IronWolf
10.09.2022,6,158,IronWolf
10.09.2022,8,209,IronWolf
10.09.2022,10,265,IronWolf
10.09.2022,12,286,IronWolf
10.09.2022,16,,IronWolf
10.09.2022,4,94,Red Plus
10.09.2022,6,160,Red Plus
10.09.2022,8,217,Red Plus
10.09.2022,10,258,Red Plus
10.09.2022,12,294,Red Plus
10.09.2022,14,358,Red Plus
11.09.2022,4,90.80,IronWolf
11.09.2022,6,158,IronWolf
11.09.2022,8,208,IronWolf
11.09.2022,10,265,IronWolf
11.09.2022,12,290,IronWolf
11.09.2022,16,,IronWolf
11.09.2022,4,94,Red Plus
11.09.2022,6,149,Red Plus
11.09.2022,8,217,Red Plus
11.09.2022,10,258,Red Plus
11.09.2022,12,294,Red Plus
11.09.2022,14,358,Red Plus
12.09.2022,4,90.80,IronWolf
12.09.2022,6,158,IronWolf
12.09.2022,8,208,IronWolf
12.09.2022,10,265,IronWolf
12.09.2022,12,290,IronWolf
12.09.2022,16,,IronWolf
12.09.2022,4,94,Red Plus
12.09.2022,6,149,Red Plus
12.09.2022,8,217,Red Plus
12.09.2022,10,258,Red Plus
12.09.2022,12,294,Red Plus
12.09.2022,14,358,Red Plus
13.09.2022,4,93,IronWolf
13.09.2022,6,158,IronWolf
13.09.2022,8,207,IronWolf
13.09.2022,10,265,IronWolf
13.09.2022,12,290,IronWolf
13.09.2022,16,,IronWolf
13.09.2022,4,94,Red Plus
13.09.2022,6,149,Red Plus
13.09.2022,8,217,Red Plus
13.09.2022,10,258,Red Plus
13.09.2022,12,294,Red Plus
13.09.2022,14,358,Red Plus
14.09.2022,4,93,IronWolf
14.09.2022,6,158,IronWolf
14.09.2022,8,208,IronWolf
14.09.2022,10,265,IronWolf
14.09.2022,12,277,IronWolf
14.09.2022,16,,IronWolf
14.09.2022,4,94,Red Plus
14.09.2022,6,146,Red Plus
14.09.2022,8,217,Red Plus
14.09.2022,10,258,Red Plus
14.09.2022,12,294,Red Plus
14.09.2022,14,358,Red Plus
15.09.2022,4,93,IronWolf
15.09.2022,6,158,IronWolf
15.09.2022,8,208,IronWolf
15.09.2022,10,265,IronWolf
15.09.2022,12,282,IronWolf
15.09.2022,16,,IronWolf
15.09.2022,4,94,Red Plus
15.09.2022,6,146,Red Plus
15.09.2022,8,217,Red Plus
15.09.2022,10,258,Red Plus
15.09.2022,12,294,Red Plus
15.09.2022,14,369,Red Plus
16.09.2022,4,93,IronWolf
16.09.2022,6,158,IronWolf
16.09.2022,8,206,IronWolf
16.09.2022,10,265,IronWolf
16.09.2022,12,281,IronWolf
16.09.2022,16,,IronWolf
16.09.2022,4,94,Red Plus
16.09.2022,6,149,Red Plus
16.09.2022,8,217,Red Plus
16.09.2022,10,258,Red Plus
16.09.2022,12,294,Red Plus
16.09.2022,14,369,Red Plus
17.09.2022,4,93,IronWolf
17.09.2022,6,158,IronWolf
17.09.2022,8,206,IronWolf
17.09.2022,10,265,IronWolf
17.09.2022,12,280,IronWolf
17.09.2022,16,,IronWolf
17.09.2022,4,94,Red Plus
17.09.2022,6,149,Red Plus
17.09.2022,8,217,Red Plus
17.09.2022,10,258,Red Plus
17.09.2022,12,294,Red Plus
17.09.2022,14,369,Red Plus
18.09.2022,4,93,IronWolf
18.09.2022,6,158,IronWolf
18.09.2022,8,206,IronWolf
18.09.2022,10,265,IronWolf
18.09.2022,12,280,IronWolf
18.09.2022,16,,IronWolf
18.09.2022,4,99.80,Red Plus
18.09.2022,6,149,Red Plus
18.09.2022,8,217,Red Plus
18.09.2022,10,258,Red Plus
18.09.2022,12,294,Red Plus
18.09.2022,14,369,Red Plus
19.09.2022,4,93,IronWolf
19.09.2022,6,158,IronWolf
19.09.2022,8,206,IronWolf
19.09.2022,10,265,IronWolf
19.09.2022,12,280,IronWolf
19.09.2022,16,,IronWolf
19.09.2022,4,99.80,Red Plus
19.09.2022,6,149,Red Plus
19.09.2022,8,217,Red Plus
19.09.2022,10,258,Red Plus
19.09.2022,12,294,Red Plus
19.09.2022,14,369,Red Plus
20.09.2022,4,93,IronWolf
20.09.2022,6,158,IronWolf
20.09.2022,8,205,IronWolf
20.09.2022,10,265,IronWolf
20.09.2022,12,280,IronWolf
20.09.2022,16,,IronWolf
20.09.2022,4,99.80,Red Plus
20.09.2022,6,155,Red Plus
20.09.2022,8,219,Red Plus
20.09.2022,10,258,Red Plus
20.09.2022,12,294,Red Plus
20.09.2022,14,369,Red Plus
21.09.2022,4,93,IronWolf
21.09.2022,6,158,IronWolf
21.09.2022,8,206,IronWolf
21.09.2022,10,265,IronWolf
21.09.2022,12,282,IronWolf
21.09.2022,16,,IronWolf
21.09.2022,4,99.80,Red Plus
21.09.2022,6,155,Red Plus
21.09.2022,8,219,Red Plus
21.09.2022,10,258,Red Plus
21.09.2022,12,294,Red Plus
21.09.2022,14,369,Red Plus
22.09.2022,4,93,IronWolf
22.09.2022,6,158,IronWolf
22.09.2022,8,200,IronWolf
22.09.2022,10,265,IronWolf
22.09.2022,12,282,IronWolf
22.09.2022,16,,IronWolf
22.09.2022,4,99.80,Red Plus
22.09.2022,6,155,Red Plus
22.09.2022,8,219,Red Plus
22.09.2022,10,258,Red Plus
22.09.2022,12,294,Red Plus
22.09.2022,14,369,Red Plus
23.09.2022,4,93,IronWolf
23.09.2022,6,158,IronWolf
23.09.2022,8,200,IronWolf
23.09.2022,10,265,IronWolf
23.09.2022,12,289,IronWolf
23.09.2022,16,,IronWolf
23.09.2022,4,99.80,Red Plus
23.09.2022,6,155,Red Plus
23.09.2022,8,219,Red Plus
23.09.2022,10,258,Red Plus
23.09.2022,12,294,Red Plus
23.09.2022,14,369,Red Plus
24.09.2022,4,93,IronWolf
24.09.2022,6,161,IronWolf
24.09.2022,8,200,IronWolf
24.09.2022,10,265,IronWolf
24.09.2022,12,289,IronWolf
24.09.2022,16,,IronWolf
24.09.2022,4,99.80,Red Plus
24.09.2022,6,155,Red Plus
24.09.2022,8,219,Red Plus
24.09.2022,10,258,Red Plus
24.09.2022,12,294,Red Plus
24.09.2022,14,369,Red Plus
25.09.2022,4,93,IronWolf
25.09.2022,6,161,IronWolf
25.09.2022,8,199,IronWolf
25.09.2022,10,265,IronWolf
25.09.2022,12,279,IronWolf
25.09.2022,16,,IronWolf
25.09.2022,4,99.80,Red Plus
25.09.2022,6,155,Red Plus
25.09.2022,8,219,Red Plus
25.09.2022,10,258,Red Plus
25.09.2022,12,294,Red Plus
25.09.2022,14,369,Red Plus
26.09.2022,4,93,IronWolf
26.09.2022,6,161,IronWolf
26.09.2022,8,199,IronWolf
26.09.2022,10,278,IronWolf
26.09.2022,12,279,IronWolf
26.09.2022,16,,IronWolf
26.09.2022,4,88,Red Plus
26.09.2022,6,139,Red Plus
26.09.2022,8,185,Red Plus
26.09.2022,10,229,Red Plus
26.09.2022,12,294,Red Plus
26.09.2022,14,322,Red Plus
27.09.2022,4,93,IronWolf
27.09.2022,6,158,IronWolf
27.09.2022,8,204,IronWolf
27.09.2022,10,278,IronWolf
27.09.2022,12,279,IronWolf
27.09.2022,16,,IronWolf
27.09.2022,4,88,Red Plus
27.09.2022,6,139,Red Plus
27.09.2022,8,219,Red Plus
27.09.2022,10,229,Red Plus
27.09.2022,12,294,Red Plus
27.09.2022,14,322,Red Plus
28.09.2022,4,93,IronWolf
28.09.2022,6,158,IronWolf
28.09.2022,8,202,IronWolf
28.09.2022,10,279,IronWolf
28.09.2022,12,279,IronWolf
28.09.2022,16,,IronWolf
28.09.2022,4,88,Red Plus
28.09.2022,6,139,Red Plus
28.09.2022,8,219,Red Plus
28.09.2022,10,258,Red Plus
28.09.2022,12,294,Red Plus
28.09.2022,14,322,Red Plus
29.09.2022,4,93,IronWolf
29.09.2022,6,158,IronWolf
29.09.2022,8,202,IronWolf
29.09.2022,10,265,IronWolf
29.09.2022,12,278,IronWolf
29.09.2022,16,,IronWolf
29.09.2022,4,88,Red Plus
29.09.2022,6,139,Red Plus
29.09.2022,8,219,Red Plus
29.09.2022,10,258,Red Plus
29.09.2022,12,294,Red Plus
29.09.2022,14,369,Red Plus
30.09.2022,4,99,IronWolf
30.09.2022,6,158,IronWolf
30.09.2022,8,200,IronWolf
30.09.2022,10,265,IronWolf
30.09.2022,12,276,IronWolf
30.09.2022,16,,IronWolf
30.09.2022,4,99.80,Red Plus
30.09.2022,6,155,Red Plus
30.09.2022,8,219,Red Plus
30.09.2022,10,258,Red Plus
30.09.2022,12,294,Red Plus
30.09.2022,14,369,Red Plus
01.10.2022,4,99,IronWolf
01.10.2022,6,161,IronWolf
01.10.2022,8,200,IronWolf
01.10.2022,10,265,IronWolf
01.10.2022,12,279,IronWolf
01.10.2022,16,,IronWolf
01.10.2022,4,99.80,Red Plus
01.10.2022,6,155,Red Plus
01.10.2022,8,219,Red Plus
01.10.2022,10,258,Red Plus
01.10.2022,12,294,Red Plus
01.10.2022,14,369,Red Plus
02.10.2022,4,99,IronWolf
02.10.2022,6,161,IronWolf
02.10.2022,8,203,IronWolf
02.10.2022,10,269,IronWolf
02.10.2022,12,279,IronWolf
02.10.2022,16,,IronWolf
02.10.2022,4,99.80,Red Plus
02.10.2022,6,155,Red Plus
02.10.2022,8,219,Red Plus
02.10.2022,10,258,Red Plus
02.10.2022,12,294,Red Plus
02.10.2022,14,369,Red Plus
03.10.2022,4,99,IronWolf
03.10.2022,6,161,IronWolf
03.10.2022,8,203,IronWolf
03.10.2022,10,269,IronWolf
03.10.2022,12,279,IronWolf
03.10.2022,16,,IronWolf
03.10.2022,4,99.80,Red Plus
03.10.2022,6,155,Red Plus
03.10.2022,8,219,Red Plus
03.10.2022,10,258,Red Plus
03.10.2022,12,294,Red Plus
03.10.2022,14,369,Red Plus
04.10.2022,4,99,IronWolf
04.10.2022,6,148,IronWolf
04.10.2022,8,203,IronWolf
04.10.2022,10,269,IronWolf
04.10.2022,12,279,IronWolf
04.10.2022,16,,IronWolf
04.10.2022,4,99.80,Red Plus
04.10.2022,6,155,Red Plus
04.10.2022,8,219,Red Plus
04.10.2022,10,258,Red Plus
04.10.2022,12,294,Red Plus
04.10.2022,14,369,Red Plus
05.10.2022,4,99,IronWolf
05.10.2022,6,149,IronWolf
05.10.2022,8,204,IronWolf
05.10.2022,10,265,IronWolf
05.10.2022,12,279,IronWolf
05.10.2022,16,,IronWolf
05.10.2022,4,99.80,Red Plus
05.10.2022,6,155,Red Plus
05.10.2022,8,219,Red Plus
05.10.2022,10,258,Red Plus
05.10.2022,12,294,Red Plus
05.10.2022,14,369,Red Plus
06.10.2022,4,99,IronWolf
06.10.2022,6,153,IronWolf
06.10.2022,8,204,IronWolf
06.10.2022,10,265,IronWolf
06.10.2022,12,287,IronWolf
06.10.2022,16,,IronWolf
06.10.2022,4,99.80,Red Plus
06.10.2022,6,155,Red Plus
06.10.2022,8,219,Red Plus
06.10.2022,10,258,Red Plus
06.10.2022,12,294,Red Plus
06.10.2022,14,369,Red Plus
07.10.2022,4,99,IronWolf
07.10.2022,6,153,IronWolf
07.10.2022,8,204,IronWolf
07.10.2022,10,273,IronWolf
07.10.2022,12,287,IronWolf
07.10.2022,16,,IronWolf
07.10.2022,4,99.80,Red Plus
07.10.2022,6,155,Red Plus
07.10.2022,8,219,Red Plus
07.10.2022,10,258,Red Plus
07.10.2022,12,294,Red Plus
07.10.2022,14,369,Red Plus
08.10.2022,4,99,IronWolf
08.10.2022,6,157,IronWolf
08.10.2022,8,204,IronWolf
08.10.2022,10,273,IronWolf
08.10.2022,12,287,IronWolf
08.10.2022,16,,IronWolf
08.10.2022,4,99.80,Red Plus
08.10.2022,6,155,Red Plus
08.10.2022,8,197,Red Plus
08.10.2022,10,270,Red Plus
08.10.2022,12,300,Red Plus
08.10.2022,14,369,Red Plus
09.10.2022,4,99,IronWolf
09.10.2022,6,161,IronWolf
09.10.2022,8,204,IronWolf
09.10.2022,10,273,IronWolf
09.10.2022,12,287,IronWolf
09.10.2022,16,,IronWolf
09.10.2022,4,99.80,Red Plus
09.10.2022,6,155,Red Plus
09.10.2022,8,206,Red Plus
09.10.2022,10,270,Red Plus
09.10.2022,12,300,Red Plus
09.10.2022,14,369,Red Plus
10.10.2022,4,99,IronWolf
10.10.2022,6,162,IronWolf
10.10.2022,8,204,IronWolf
10.10.2022,10,273,IronWolf
10.10.2022,12,289,IronWolf
10.10.2022,16,,IronWolf
10.10.2022,4,99.80,Red Plus
10.10.2022,6,155,Red Plus
10.10.2022,8,205,Red Plus
10.10.2022,10,270,Red Plus
10.10.2022,12,300,Red Plus
10.10.2022,14,369,Red Plus
11.10.2022,4,99,IronWolf
11.10.2022,6,158,IronWolf
11.10.2022,8,203,IronWolf
11.10.2022,10,273,IronWolf
11.10.2022,12,288,IronWolf
11.10.2022,16,,IronWolf
11.10.2022,4,99.80,Red Plus
11.10.2022,6,155,Red Plus
11.10.2022,8,205,Red Plus
11.10.2022,10,270,Red Plus
11.10.2022,12,300,Red Plus
11.10.2022,14,369,Red Plus
12.10.2022,4,99,IronWolf
12.10.2022,6,158,IronWolf
12.10.2022,8,203,IronWolf
12.10.2022,10,273,IronWolf
12.10.2022,12,288,IronWolf
12.10.2022,16,,IronWolf
12.10.2022,4,99.80,Red Plus
12.10.2022,6,155,Red Plus
12.10.2022,8,205,Red Plus
12.10.2022,10,269,Red Plus
12.10.2022,12,300,Red Plus
12.10.2022,14,369,Red Plus
13.10.2022,4,99,IronWolf
13.10.2022,6,162,IronWolf
13.10.2022,8,203,IronWolf
13.10.2022,10,273,IronWolf
13.10.2022,12,287,IronWolf
13.10.2022,16,,IronWolf
13.10.2022,4,99.80,Red Plus
13.10.2022,6,155,Red Plus
13.10.2022,8,209,Red Plus
13.10.2022,10,270,Red Plus
13.10.2022,12,300,Red Plus
13.10.2022,14,369,Red Plus
14.10.2022,4,109,IronWolf
14.10.2022,6,158,IronWolf
14.10.2022,8,203,IronWolf
14.10.2022,10,276,IronWolf
14.10.2022,12,286,IronWolf
14.10.2022,16,,IronWolf
14.10.2022,4,99.80,Red Plus
14.10.2022,6,155,Red Plus
14.10.2022,8,209,Red Plus
14.10.2022,10,270,Red Plus
14.10.2022,12,300,Red Plus
14.10.2022,14,369,Red Plus
15.10.2022,4,109,IronWolf
15.10.2022,6,162,IronWolf
15.10.2022,8,203,IronWolf
15.10.2022,10,276,IronWolf
15.10.2022,12,286,IronWolf
15.10.2022,16,,IronWolf
15.10.2022,4,99.80,Red Plus
15.10.2022,6,155,Red Plus
15.10.2022,8,208,Red Plus
15.10.2022,10,269,Red Plus
15.10.2022,12,300,Red Plus
15.10.2022,14,369,Red Plus
16.10.2022,4,100,IronWolf
16.10.2022,6,162,IronWolf
16.10.2022,8,203,IronWolf
16.10.2022,10,,IronWolf
16.10.2022,12,287,IronWolf
16.10.2022,16,,IronWolf
16.10.2022,4,99.80,Red Plus
16.10.2022,6,155,Red Plus
16.10.2022,8,210,Red Plus
16.10.2022,10,270,Red Plus
16.10.2022,12,300,Red Plus
16.10.2022,14,369,Red Plus
17.10.2022,4,100,IronWolf
17.10.2022,6,162,IronWolf
17.10.2022,8,203,IronWolf
17.10.2022,10,276,IronWolf
17.10.2022,12,287,IronWolf
17.10.2022,16,,IronWolf
17.10.2022,4,99.80,Red Plus
17.10.2022,6,155,Red Plus
17.10.2022,8,210,Red Plus
17.10.2022,10,270,Red Plus
17.10.2022,12,300,Red Plus
17.10.2022,14,369,Red Plus
18.10.2022,4,99.90,IronWolf
18.10.2022,6,158,IronWolf
18.10.2022,8,203,IronWolf
18.10.2022,10,284,IronWolf
18.10.2022,12,287,IronWolf
18.10.2022,16,,IronWolf
18.10.2022,4,99.80,Red Plus
18.10.2022,6,155,Red Plus
18.10.2022,8,210,Red Plus
18.10.2022,10,270,Red Plus
18.10.2022,12,300,Red Plus
18.10.2022,14,369,Red Plus
19.10.2022,4,99.90,IronWolf
19.10.2022,6,156,IronWolf
19.10.2022,8,203,IronWolf
19.10.2022,10,276,IronWolf
19.10.2022,12,279,IronWolf
19.10.2022,16,,IronWolf
19.10.2022,4,99.80,Red Plus
19.10.2022,6,155,Red Plus
19.10.2022,8,206,Red Plus
19.10.2022,10,270,Red Plus
19.10.2022,12,300,Red Plus
19.10.2022,14,369,Red Plus
20.10.2022,4,99.90,IronWolf
20.10.2022,6,159,IronWolf
20.10.2022,8,203,IronWolf
20.10.2022,10,276,IronWolf
20.10.2022,12,283,IronWolf
20.10.2022,16,,IronWolf
20.10.2022,4,99.80,Red Plus
20.10.2022,6,153,Red Plus
20.10.2022,8,206,Red Plus
20.10.2022,10,270,Red Plus
20.10.2022,12,300,Red Plus
20.10.2022,14,372,Red Plus
21.10.2022,4,108,IronWolf
21.10.2022,6,157,IronWolf
21.10.2022,8,199,IronWolf
21.10.2022,10,276,IronWolf
21.10.2022,12,283,IronWolf
21.10.2022,16,,IronWolf
21.10.2022,4,99,Red Plus
21.10.2022,6,159,Red Plus
21.10.2022,8,207,Red Plus
21.10.2022,10,270,Red Plus
21.10.2022,12,300,Red Plus
21.10.2022,14,364,Red Plus
22.10.2022,4,108,IronWolf
22.10.2022,6,157,IronWolf
22.10.2022,8,199,IronWolf
22.10.2022,10,276,IronWolf
22.10.2022,12,283,IronWolf
22.10.2022,16,,IronWolf
22.10.2022,4,99,Red Plus
22.10.2022,6,159,Red Plus
22.10.2022,8,207,Red Plus
22.10.2022,10,263,Red Plus
22.10.2022,12,300,Red Plus
22.10.2022,14,364,Red Plus
23.10.2022,4,108,IronWolf
23.10.2022,6,157,IronWolf
23.10.2022,8,199,IronWolf
23.10.2022,10,282,IronWolf
23.10.2022,12,283,IronWolf
23.10.2022,16,,IronWolf
23.10.2022,4,99,Red Plus
23.10.2022,6,153,Red Plus
23.10.2022,8,207,Red Plus
23.10.2022,10,263,Red Plus
23.10.2022,12,300,Red Plus
23.10.2022,14,364,Red Plus
24.10.2022,4,108,IronWolf
24.10.2022,6,157,IronWolf
24.10.2022,8,199,IronWolf
24.10.2022,10,282,IronWolf
24.10.2022,12,283,IronWolf
24.10.2022,16,,IronWolf
24.10.2022,4,99,Red Plus
24.10.2022,6,153,Red Plus
24.10.2022,8,207,Red Plus
24.10.2022,10,263,Red Plus
24.10.2022,12,300,Red Plus
24.10.2022,14,364,Red Plus
25.10.2022,4,108,IronWolf
25.10.2022,6,157,IronWolf
25.10.2022,8,199,IronWolf
25.10.2022,10,282,IronWolf
25.10.2022,12,283,IronWolf
25.10.2022,16,,IronWolf
25.10.2022,4,91.60,Red Plus
25.10.2022,6,153,Red Plus
25.10.2022,8,207,Red Plus
25.10.2022,10,263,Red Plus
25.10.2022,12,294,Red Plus
25.10.2022,14,364,Red Plus
26.10.2022,4,108,IronWolf
26.10.2022,6,157,IronWolf
26.10.2022,8,199,IronWolf
26.10.2022,10,282,IronWolf
26.10.2022,12,283,IronWolf
26.10.2022,16,,IronWolf
26.10.2022,4,91.40,Red Plus
26.10.2022,6,153,Red Plus
26.10.2022,8,207,Red Plus
26.10.2022,10,263,Red Plus
26.10.2022,12,300,Red Plus
26.10.2022,14,364,Red Plus
27.10.2022,4,108,IronWolf
27.10.2022,6,157,IronWolf
27.10.2022,8,199,IronWolf
27.10.2022,10,282,IronWolf
27.10.2022,12,283,IronWolf
27.10.2022,16,,IronWolf
27.10.2022,4,97,Red Plus
27.10.2022,6,153,Red Plus
27.10.2022,8,207,Red Plus
27.10.2022,10,263,Red Plus
27.10.2022,12,300,Red Plus
27.10.2022,14,372,Red Plus
28.10.2022,4,108,IronWolf
28.10.2022,6,157,IronWolf
28.10.2022,8,199,IronWolf
28.10.2022,10,282,IronWolf
28.10.2022,12,283,IronWolf
28.10.2022,16,,IronWolf
28.10.2022,4,97,Red Plus
28.10.2022,6,149,Red Plus
28.10.2022,8,207,Red Plus
28.10.2022,10,263,Red Plus
28.10.2022,12,300,Red Plus
28.10.2022,14,364,Red Plus
29.10.2022,4,108,IronWolf
29.10.2022,6,157,IronWolf
29.10.2022,8,199,IronWolf
29.10.2022,10,282,IronWolf
29.10.2022,12,283,IronWolf
29.10.2022,16,,IronWolf
29.10.2022,4,97,Red Plus
29.10.2022,6,149,Red Plus
29.10.2022,8,207,Red Plus
29.10.2022,10,263,Red Plus
29.10.2022,12,300,Red Plus
29.10.2022,14,364,Red Plus
30.10.2022,4,108,IronWolf
30.10.2022,6,157,IronWolf
30.10.2022,8,199,IronWolf
30.10.2022,10,282,IronWolf
30.10.2022,12,283,IronWolf
30.10.2022,16,,IronWolf
30.10.2022,4,97,Red Plus
30.10.2022,6,149,Red Plus
30.10.2022,8,207,Red Plus
30.10.2022,10,263,Red Plus
30.10.2022,12,300,Red Plus
30.10.2022,14,364,Red Plus
31.10.2022,4,108,IronWolf
31.10.2022,6,157,IronWolf
31.10.2022,8,199,IronWolf
31.10.2022,10,277,IronWolf
31.10.2022,12,283,IronWolf
31.10.2022,16,,IronWolf
31.10.2022,4,97,Red Plus
31.10.2022,6,147,Red Plus
31.10.2022,8,207,Red Plus
31.10.2022,10,263,Red Plus
31.10.2022,12,300,Red Plus
31.10.2022,14,372,Red Plus
01.11.2022,4,108,IronWolf
01.11.2022,6,143,IronWolf
01.11.2022,8,185,IronWolf
01.11.2022,10,282,IronWolf
01.11.2022,12,247,IronWolf
01.11.2022,16,,IronWolf
01.11.2022,4,97,Red Plus
01.11.2022,6,149,Red Plus
01.11.2022,8,207,Red Plus
01.11.2022,10,263,Red Plus
01.11.2022,12,300,Red Plus
01.11.2022,14,364,Red Plus
02.11.2022,4,108,IronWolf
02.11.2022,6,143,IronWolf
02.11.2022,8,185,IronWolf
02.11.2022,10,282,IronWolf
02.11.2022,12,247,IronWolf
02.11.2022,16,,IronWolf
02.11.2022,4,97,Red Plus
02.11.2022,6,149,Red Plus
02.11.2022,8,207,Red Plus
02.11.2022,10,263,Red Plus
02.11.2022,12,300,Red Plus
02.11.2022,14,364,Red Plus
03.11.2022,4,108,IronWolf
03.11.2022,6,143,IronWolf
03.11.2022,8,185,IronWolf
03.11.2022,10,282,IronWolf
03.11.2022,12,247,IronWolf
03.11.2022,16,,IronWolf
03.11.2022,4,97,Red Plus
03.11.2022,6,149,Red Plus
03.11.2022,8,207,Red Plus
03.11.2022,10,263,Red Plus
03.11.2022,12,300,Red Plus
03.11.2022,14,372,Red Plus
